URL,Title,Description,Keyword(s),Deprecation Status,Published Date,Updated Date
"https://www.linode.com/docs/guides/improving-page-performance-early-hints-harperdb","Improving Page Performance with Early Hints and HarperDB","This guide outlines how to use HTTP 103 Early Hints for preloading images, CSS, and JavaScript on eCommerce websites with EdgeWorkers and HarperDB.","early hints, http 103, harperdb, page performance, preloading css html, preloading javascript, preloading images","false","2024-08-13",""
"https://www.linode.com/docs/guides/live-transcoding-ugc-streaming-akamai-cloud-computing","Live Transcoding for UGC Streaming on Akamai Cloud Computing","This guide outlines design requirements for a live streaming transcoding workflow for a UGC live streaming platform on Akamai Cloud Computing.","live streaming, live streaming transcoding","false","2024-06-11",""
"https://www.linode.com/docs/guides/high-performance-kv-store-fintech-akamai","High-Performance KV Store for Fintech with Akamai","This guide outlines a distributed key-value storage architecture with NATS and JetStream that supports user registration for a global fintech service.","fintech, key-value store, NATS.io, NATS JetStream","false","2024-08-13",""
"https://www.linode.com/docs/guides/preparing-infrastructure-for-high-impact-ad-traffic","Preparing Infrastructure for High-Impact Advertising Traffic on Akamai","This guide discusses the infrastructure challenges related to traffic associated with high-impact ad campaigns. It also proposes a reference architecture and strategies used to support surges during high-traffic events on Akamai Connected Cloud.","high-impact advertising, visibility, observability, infrastructure security, high traffic, load testing","false","2024-07-10",""
"https://www.linode.com/docs/guides/vod-transcoding-ott-akamai-cloud-computing","VOD Transcoding for OTT Media with Akamai Cloud Computing","This guide outlines design requirements for a video on demand (VOD) transcoding workflow for an over-the-top (OTT) media service on Akamai Cloud Computing.","video transcoding, video on demand, vod, over-the-top media service, ott","false","2024-05-06",""
"https://www.linode.com/docs/guides/distributed-demand-side-platform","Ad-Tech on Akamai: Distributed Demand-Side Platform","Details and architectures demonstrating the ability to host a distributed demand-side platform on Akamai cloud computing.","adtech, ad-tech, dsp","false","2024-05-07",""
"https://www.linode.com/docs/guides/complete-observability-for-live-stream-events-with-trafficpeak","Complete Observability for Live Stream Events With Trafficpeak","This guide discusses the requirements and challenges related to implementing a observability solution for large-scale live streaming events. These challenges are addressed with a TrafficPeak-based observability architecture used to support one of the largest streaming sporting events in the world.","list, of, keywords, and key phrases","false","2024-07-31",""
"https://www.linode.com/docs/guides/observability-with-datastream-and-multiplexing","Using DataStream With Multiplexing for Observability","This guide discusses how to achieve an observability workflow using DataStream with multiplexing for log management.","observability, datastream, datastream 2, visibility, multiplex, multiplexing, logs, log parsing, object storage, s3","false","2024-05-01",""
"https://www.linode.com/docs/guides/observability-with-datastream-and-trafficpeak","Large Data Observability With DataStream and TrafficPeak","This guide reviews Akamai's managed observability solution, TrafficPeak, including product features, how TrafficPeak overcomes observability challenges, and a proven implementation architecture.","observability, datastream, trafficpeak, logging, data logging, visualization","false","2024-06-11",""
"https://www.linode.com/docs/guides/search","Search Linode Docs","Search the Linode Docs library","","false","2017-12-14",""
"https://www.linode.com/docs/guides/history-of-machine-learning","The History of Machine Learning: A Comprehensive Overview","Want to learn about the history of machine learning? Our comprehensive guide discusses all you need to know, including who invented it and its evolution.","machine learning history, when was machine learning invented, who invented machine learning","false","2022-02-25",""
"https://www.linode.com/docs/guides/machine-learning-cyber-attacks","The Most Common Cyber Attacks on Machine Learning Applications","Common machine learning cyber attacks include evasion, poisoning, and inference attacks. In this guide, learn about each attack and the areas of an ML application they target.","machine learning cyber attacks, evasion attacks against machine learning","false","2022-05-20",""
"https://www.linode.com/docs/guides/getting-started-with-rasa","An Introduction to the Rasa Framework for Automated Chats","Rasa is an open source machine learning framework for automating text and voice conversations. Learn all about Rasa and how to start using it in this tutorial.","rasa chatbot tutorial, rasa ai demo, rasa open source","false","2023-05-23",""
"https://www.linode.com/docs/guides/getting-started-with-pytorch-lightning","Getting Started With PyTorch Lightning","This guide explains the PyTorch Lightning developer framework and covers general optimizations for its use on Linode GPU cloud instances.","pytorch lightning, training datasets, python pytorch, pytorch lightning, neural networks, machine modeling, nn, ai research, gpu, nn modeling, ml, neural network modeling, pytorch optimization, pytorch lightning optimization, pytorch storage, pytorch lightning modeling, pytorch lightning s3, pytorch lightning gpu, pytorch lightning staging, pytorch lightning cost savings","false","2023-08-22","2024-05-16"
"https://www.linode.com/docs/guides/how-to-scrape-a-website-with-beautiful-soup","Scrape a Website with Beautiful Soup","Learn how to set up te Beautiful Soup Python library to collect data over an extended period of time and export the results to a spreadsheet.","beautiful soup, python, scraping, tinydb, data","false","2017-12-12","2019-02-01"
"https://www.linode.com/docs/guides/apache-airflow-tutorial-creating-connections-and-variables","Create Connections and Variables in Apache Airflow","This guide introduces Airflow Variables and Connections and how to use the Airflow CLI to create variables that you can encrypt and source control.","apache airflow tutorial, apache airflow features","false","2020-03-30",""
"https://www.linode.com/docs/guides/how-to-install-tensorflow","Installing TensorFlow on Ubuntu 20.04","In this tutorial for TensorFlow, you'll learn what it is, how it works, and how to install it, along with some resources to get you started.","TensorFlow, installation, machine learning, and key phrases","false","2021-02-08",""
"https://www.linode.com/docs/guides/why-use-apache-spark","Why You Should Use Apache Spark for Data Analytics","This guide provides an introduction to the Apache Spark analytics engine and explains its advantages.","apache spark analytics, what is apache spark, apache spark advantages","false","2023-08-19",""
"https://www.linode.com/docs/guides/how-to-create-message-stream-rabbitmq","How to Create a Message Stream with RabbitMQ","Discover how RabbitMQ streams optimize message handling with efficient data distribution. Explore examples, configurations, and best practices.","message stream, rabbitmq queue, stream vs queue, rabbitmq vs kafka, message broker","false","2024-05-29",""
"https://www.linode.com/docs/guides/introduction-to-machine-learning-training-and-inference","An Introduction to Machine Learning: Training and Inference","Training and inference in machine learning each have their own requirements. We will walk you through the differences, along with hosting advice.","cloud machine learning","false","2021-03-05",""
"https://www.linode.com/docs/guides/how-to-install-and-configure-a-redis-cluster-on-ubuntu-1604","How to Install and Configure a Redis Cluster on Ubuntu 16.04","This guide will show you how to set up a high performance Redis cluster using three Linode servers and promoting a replica to become a master node","redis, redis cluster installation, data store, cache, sharding, redis cluster setup, redis cluster set up, ubuntu","true","2017-08-14","2021-05-17"
"https://www.linode.com/docs/guides/deep-learning-vs-machine-learning","Deep Learning vs. Machine Learning: What’s the Difference?","Comparing deep learning vs. machine learning? Find out what each term means, their primary differences, and applications for the learning types.","machine learning vs deep learning, difference between machine learning and deep learning, deep learning and machine learning","false","2022-03-16",""
"https://www.linode.com/docs/guides/deep-learning-frameworks-overview","An Overview of Deep Learning Frameworks","This guide provides an overview of the most popular deep learning frameworks and is meant to help you decide which machine learning framework to choose.","deep learning frameworks","false","2021-08-27",""
"https://www.linode.com/docs/guides/use-apache-kafka-to-process-streams","How to Process Streams Using Kafka","Learn to develop process streams with Apache Kafka. This tutorial covers Kafka message broker setup, handling Kafka events, and using the Kafka API.","Kafka process streams, Apache Kafka, Kafka message broker, Kafka events, Kafka API, Kafka stream setup, Kafka tutorial","false","2024-05-29",""
"https://www.linode.com/docs/guides/install-anaconda-on-linux-centos-8-stream","Install Anaconda on Linux CentOS","Learn how to install Anaconda on a Linux CentOS distribution.","","false","2021-09-10",""
"https://www.linode.com/docs/guides/process-streams-in-realtime-with-apache-storm","Create a Realtime Data Stream with Apache Storm","Explore the world of real-time stream processing with Apache Storm. This guide covers the essentials of configuring Zookeeper, Nimbus, and Supervisor nodes.","realtime stream processing, apache storm 2.5, distributed realtime, computation system, apache storm rabbitmq integration, apache storm kafka integration, apache storm kestrel integration","false","2024-07-01",""
"https://www.linode.com/docs/guides/how-to-move-machine-learning-model-to-production","How to Move Your Machine Learning Model to Production","This guide will show you how to use an existing deep learning model as part of a production application using an API endpoint for a Flask app.","deep learning, big data, python, keras, flask, machine learning, neural networks","false","2017-10-09","2019-01-31"
"https://www.linode.com/docs/guides/big-data-in-the-linode-cloud-streaming-data-processing-with-apache-storm","Streaming Data Processing with Apache Storm","Deploy Storm cluster on Linode cloud for real-time analytics on streaming datasets.","storm, analytics, big data, zookeeper","false","2016-10-25","2019-01-31"
"https://www.linode.com/docs/guides/how-to-install-anaconda","Installing Anaconda on Ubuntu","Learn how to install Anaconda, a Python/R distrihution designed for scientific computing, on Ubuntu.","","false","2021-06-04",""
"https://www.linode.com/docs/guides/manually-deploy-kafka-cluster","Manually Deploy an Apache Kafka Cluster on Akamai","Learn how to deploy and test a secure Apache Kafka cluster on Akamai using provided, customizable Ansible playbooks.","apache kafka, kafka, data stream, stream management","false","2024-11-20",""
"https://www.linode.com/docs/guides/how-to-install-apache-kafka-on-ubuntu","Install and Configure Apache Kafka on Ubuntu","Learn how to install and configure Apache Kafka, a popular open-source platform for stream management and processing first developed by LinkedIn.","Apache, Kafka, streaming, processing, events","false","2021-06-11","2024-05-29"
"https://www.linode.com/docs/guides/what-is-apache-kafka","An Introduction to Apache Kafka","This guide provides you with an introduction to Kafka, an open-source platform for stream management and processing, excellent when real-time data streams are needed.","Apache, Kafka, streaming, processing, events","false","2021-06-11",""
"https://www.linode.com/docs/guides/install-a-jupyter-notebook-server-on-a-linode-behind-an-apache-reverse-proxy","Installing a Jupyter Notebook on a Linode Behind an Apache Reverse Proxy","This guide shows you how to install and access a Jupyter notebook on a Linode remotely and securely through an Apache reverse proxy.","Apache2, Jupyter notebook, SSL, websocket","false","2017-08-22","2022-12-23"
"https://www.linode.com/docs/guides/live-streaming-with-livekit-and-obs","Live Streaming With LiveKit and OBS Studio","Learn how to set up a LiveKit server for live streaming from OBS Studio.","streaming, obs, webrtc","false","2024-01-31","2024-02-05"
"https://www.linode.com/docs/guides/set-up-a-streaming-rtmp-server","Setting Up a Streaming RTMP Server","Learn how to configure an RTMP Server for streaming, including broadcasting, connecting to streams, and streaming simultaneously to YouTube and Twitch.","RTMP, streaming, multi-streaming, NGINX","false","2021-05-21",""
"https://www.linode.com/docs/guides/install-plex-media-server-on-centos-7","Install Plex Media Server on CentOS 7","This guide shows you how to install Plex Media Server, an application that organizes and can stream your photos, videos, music, and more, on CentOS 7.","","false","2017-05-03","2019-01-31"
"https://www.linode.com/docs/guides/install-subsonic-media-server-on-ubuntu-or-debian","Installing Subsonic Media Server on Ubuntu or Debian to Stream Music","Subsonic is a free music streaming application. This guide shows how to install Subsonic media server on a Linode.","subsonic, music, audio, streaming, media server","false","2015-02-02","2019-01-31"
"https://www.linode.com/docs/guides/how-to-install-shoutcast-dnas-server-on-linux","How to Install A SHOUTcast DNAS Server on Linux","This tutorial will guide you through setup and configuration of a SHOUTcast DNAS server for media streaming on Linux.","shoutcast, internet radio, streaming media, streaming audio","false","2012-06-07","2019-03-25"
"https://www.linode.com/docs/guides/install-plex-media-server-on-ubuntu-18-04","How to Install Plex Media Server on Ubuntu 18.04","Learn how to view and organize your media library with Plex on Ubuntu 18.04 in this detailed user guide.","","false","2017-05-03","2020-01-04"
"https://www.linode.com/docs/guides/use-block-storage-with-plex-media-server","Using a Block Storage Volume with Plex Media Server","Combine Plex and Block Storage to make the most out of your media server by adding expandable storage. This guide will show you how.","plex, streaming, netflix, roku, block storage","false","2018-03-01","2019-01-31"
"https://www.linode.com/docs/guides/install-plex-media-server-with-salt","Installing Plex Media Server on Ubuntu 18.04 Using Salt Masterless","This guide shows you how to install Plex Media Server, an application that organizes and can stream your photos, videos, music, and more, using Salt.","plex, media, server, ubuntu 18.04, ubuntu, salt, saltstack","false","2019-01-31","2019-01-02"
"https://www.linode.com/docs/guides/how-to-install-jellyfin","How to Install Jellyfin on Linux","This guide will show you how to install Jellyfin, an open-source solution for organizing your media, on a Linode running Ubuntu 18.04.","Jellyfin, Media Server, PLEX","false","2019-08-07","2020-12-04"
"https://www.linode.com/docs/guides/how-to-provision-an-unmanaged-kubernetes-cluster-using-terraform","Provision Unmanaged Kubernetes Cluster using Terraform","How to use kubectl, Terraform, and the Linode Terraform K8s module to create and configure Terraform configuration files and deploy a Kubernetes cluster.","terraform, kubernetes, orchestration, containers, k8s, kubectl, Kubernetes Terraform installer for Linode Instances, terraform-linode-k8s","true","2020-03-03","2021-03-11"
"https://www.linode.com/docs/guides/how-to-use-terraform-with-linode-object-storage","Use Terraform With Linode Object Storage","This guide provides a brief introduction to Terraform, and explains how to use it to configure Linode Object Storage.","Linode Terraform, Terraform Linode Object Storage, Install Terraform","false","2022-10-25","2024-08-26"
"https://www.linode.com/docs/guides/how-to-deploy-secure-linodes-using-cloud-firewalls-and-terraform","Deploy Secure Linodes using Cloud Firewalls and Terraform","This guide will show you how to use the Terraform application to deploy Linode instances with pre-configured Cloud Firewalls assigned to them.","terraform, infrastructure, firewalls, orchestration","false","2020-07-29","2022-11-29"
"https://www.linode.com/docs/guides/import-existing-infrastructure-to-terraform","Import Existing Infrastructure to Terraform","This guide will describe how to import existing Linode infrastructure into Terraform using the official Linode provider plugin.","terraform, configuration management, import","false","2018-12-17","2020-12-03"
"https://www.linode.com/docs/guides/secrets-management-with-terraform","Managing Secrets with Terraform","Learn everything you need to know about secrets management with Terraform.","terraform, secrets, secrets management, backend, hcl","false","2018-12-12","2021-08-13"
"https://www.linode.com/docs/guides/create-a-nodebalancer-with-terraform","Create a NodeBalancer with Terraform","This guide provides you with step-by-step instructions for installing Terraform and utilizing the tool to create a NodeBalancer and Nodes for your Linodes.","terraform, nodebalancer, node, balancer, provider, linode","false","2018-12-12","2021-12-29"
"https://www.linode.com/docs/guides/create-terraform-module","Create a Terraform Module","This guide shows you how to create a Terraform module with nested root, linode_instance, and stackscripts modules using a Linode StackScripts installer.","terraform, resource, modules, provider","false","2018-12-12","2021-06-01"
"https://www.linode.com/docs/guides/beginners-guide-to-terraform","A Beginner's Guide to Terraform","A look into Terraforms primary components, features, and configurations for the new Terraform user","terraform, orchestration, linode provider","false","2018-12-21","2019-08-07"
"https://www.linode.com/docs/guides/deploy-a-wordpress-site-using-terraform-and-linode-stackscripts","Deploy a WordPress Site Using Terraform and Linode StackScripts","In this guide you will learn how to use a Community StackScript to deploy WordPress on a Compute Instance using Terraform.","terraform, stackscripts, wordpress, orchestration","false","2018-12-12","2023-01-31"
"https://www.linode.com/docs/guides/create-a-multicloud-infrastructure-using-terraform","Creating a Multicloud Infrastructure Using Terraform","This guide shows you how to use Multicloud Terraform to provide a consistent workflow so you can manage infrastructure with only a few configuration files.","Terraform, Linode, IaC, multicloud, automation, cloud manager","false","2021-04-23",""
"https://www.linode.com/docs/guides/how-to-build-your-infrastructure-using-terraform-and-linode","Use Terraform to Provision Infrastructure on Linode","This article gives you step-by-step instructions on how to use Terraform to provision, modify, and destroy infrastructure using only code and simple commands.","terraform, infrastructure, IaC","false","2017-11-06","2024-08-26"
"https://www.linode.com/docs/guides/using-mktemp-command","Using mktemp Command to Create Temporary Files and Directories","Learn how to use the mktemp command on an Ubuntu 20.04 Linode server. Using the mktemp command, you can create temporary files and directories.","mktemp, mktemp bash, mktemp directory, tmpdir","false","2023-03-19",""
"https://www.linode.com/docs/guides/introduction-to-infrastructure-as-code","An Introduction to Infrastructure as Code","This guide discusses the history, concepts, rationale behind Infrastructure as Code, as well as investigating the main design decisions and the available tools.","IaC, infrastructure, configuration, automation","false","2021-03-03",""
"https://www.linode.com/docs/guides/gitops-principles-and-workflow","GitOps: An Overview of Its Principles and Workflow","This guide provides an overview of GitOps, describes its workflow, and compares GitOps to DevOps and Kubernetes.","gitops vs devops, gitops and kubernetes, gitops workflow","false","2021-12-17",""
"https://www.linode.com/docs/guides/yaml-anchors-aliases-overrides-extensions","YAML Anchors, Aliases, and Overrides","This guide gives you examples for using YAML anchors, aliases, and overrides, which are features of the YAML language that help keep your code DRY.","YAML anchors","false","2021-07-02",""
"https://www.linode.com/docs/guides/terraform-vs-pulumi","Pulumi vs Terraform","This guide compares Terraform and Pulumi, with an explanation of how each tool works and what purpose it serves.","IaC, Terraform, Pulumi, comparison, service orchestration","false","2021-03-22",""
"https://www.linode.com/docs/guides/yaml-reference","On the Magnet and Magnetic Bodies …","The IP address.","yaml reference","false","2021-02-09",""
"https://www.linode.com/docs/guides/what-is-infrastructure-as-a-service","An Introduction to Infrastructure as a Service","This guide provides you with an overview of IaaS (Infrastructure as a Service), a cloud computing service that provides the virtual infrastructure to customers on demand.","infrastructure as a service, iaas, infrastructure, cloud networks","false","2021-08-06",""
"https://www.linode.com/docs/guides/terraform-vs-ansible","Terraform vs Ansible","This guide compares Ansible and Terraform, two utilities which automate the deployment of infrastructure using only code contained in playbooks or scripts.","IaC, Terraform, Ansible, configuration management, service orchestration","false","2021-03-11",""
"https://www.linode.com/docs/guides/introduction-to-hcl","An Introduction to HashiCorp Configuration Language (HCL)","This guide provides an introduction to HCL syntax and commonly used HCL terminology.","terraform, hcl, hashicorp, orchestration, HashiCorp Configuration Language","false","2018-12-12","2021-02-22"
"https://www.linode.com/docs/guides/vagrant-linode-environments","Using Vagrant to Manage Linode Environments","This guide shows how to use Vagrant, a configuration management tool, to manage development environments and content on your Linode with the Linode API.","linode, vagrant, content management, management, automation, development, ruby, vagrantfile, api, apache","true","2015-06-25",""
"https://www.linode.com/docs/guides/creating-your-first-chef-cookbook","Creating your First Chef Cookbook","This guide provides you instructions for creating Chef cookbooks to automate tasks and automatically push changes by creating a LAMP stack in Chef.","chef, automation, cookbooks, configuration management, DevOps","false","2015-06-10","2019-12-03"
"https://www.linode.com/docs/guides/install-a-chef-server-workstation-on-ubuntu-18-04","Installing a Chef Server Workstation on Ubuntu 18.04","Instructions on how to configure a Chef server and a virtual workstation, and how to bootstrap a client node on Ubuntu 18.04.","","false","2018-08-06","2019-12-03"
"https://www.linode.com/docs/guides/how-to-install-chef-on-ubuntu-20-04","Install Chef on Ubuntu 20.04","This guide provides a brief introduction to the Chef configuration management software and explains how to install and use it.","Install Chef, Configure Chef, Chef Ubuntu, Chef Server, Chef Workstation","false","2022-10-17","2022-11-28"
"https://www.linode.com/docs/guides/beginners-guide-chef","","A look into Chefs primary components, features, and configurations for the new Chef user","chef, automation, chefdk, chef server, chef development kit, cookbooks, beginners, server automation, configuration management","false","2015-06-10","2021-03-04"
"https://www.linode.com/docs/guides/install-a-chef-server-workstation-on-ubuntu-14-04","Install a Chef Server Workstation on Ubuntu 14.04","Instructions on how to configure a Chef server and virtual workstation and how to bootstrap a node on Ubuntu 14.04","","true","2015-06-10",""
"https://www.linode.com/docs/guides/use-laravel-forge-to-automate-web-server-creation-on-a-linode","Use Laravel Forge to Automate Web-Server Creation on a Linode","This guide shows how to use Laravel Forge to automate deployment of your PHP projects on a Linode.","content management, web-server automation, laravel, php, wordpress, drupal, cms, joomla, Laravel Forge","false","2017-09-18","2019-01-18"
"https://www.linode.com/docs/guides/deploy-linodes-using-ansible","Using the Linode Ansible Module to Deploy Linodes","In this guide, learn how to deploy and manage Linodes using Ansible and the linode_v4 module.","ansible, Linode module, dynamic inventory, configuration management","true","2019-06-04","2021-12-30"
"https://www.linode.com/docs/guides/getting-started-with-ansible","Getting Started With Ansible: Basic Installation and Setup","[By default Ansible will issue a warning when received from a task","ansible, ansible configuration, ansible provisioning, ansible infrastructure, ansible automation, ansible configuration change management, ansible server automation","false","2018-03-21","2024-05-06"
"https://www.linode.com/docs/guides/running-ansible-playbooks","Automate Server Configuration with Ansible Playbooks","An introduction to configuration management with the Ansible IT automation platform including installation, configuration and playbook set up.","ansible, ansible configuration, ansible provisioning, ansible infrastructure, ansible automation, ansible configuration, ansible configuration change management, ansible server automation","false","2015-06-01","2015-09-21"
"https://www.linode.com/docs/guides/deploy-linodes-using-linode-ansible-collection","Use the Linode Ansible Collection to Deploy a Linode","The Linode Ansible collection provides plugins for managing Linode services with Ansible. This guide shows how to install and use the Linode Ansible collection.","ansible, Linode Ansible Collection, dynamic inventory, configuration management","false","2022-07-14",""
"https://www.linode.com/docs/guides/front-line-best-practices-ansible","Best Practices for Ansible","Discover Ansible best practices and proven techniques for project organization, playbook content, documentation, testing, validation, and security.","ansible best practices, ansible documentation, ansible testing, ansible playbook","false","2023-11-28",""
"https://www.linode.com/docs/guides/ansible-security-benefits","11 Ansible Security Benefits","This guide discusses how Ansible can enhance security through efficient patching, RBAC, and secure secrets handling for reliable IT management.","ansible security practices, ansible security patching, agentless architecture, secrets management","false","2024-08-06",""
"https://www.linode.com/docs/guides/secrets-management-with-ansible","Secrets Management with Ansible","Ansible is a powerful tool for automating server provisioning and management. But these tasks often require secrets like passwords and access tokens. To keep your secrets secure, you should implement secrets management with Ansible. Learn how to choose the best secrets management solution for your needs and how to get started using it with Ansible in this tutorial.","ansible secrets manager, ansible vault tutorial, ansible secrets best practices","false","2022-12-08",""
"https://www.linode.com/docs/guides/ansible-adhoc-commands","A Tutorial for Learning Adhoc Commands in Ansible","In this tutorial, you will learn about several Ansible adhoc commands which are used by system and devops engineers to perform quick tasks and administer playbooks.","ansible, commands, adhoc, ansible adhoc commands","false","2020-06-11",""
"https://www.linode.com/docs/guides/use-ansible-to-automate-web-server-infrastructure","Use Ansible to Automate Configuration of Web Server, Log Server, and Database Server","Learn how to use Ansible to deploy two web servers along with a log server and a database server.","ansible, playbook, bash script, linode cli, apache, mariadb, rsyslog, lamp, python","false","2021-12-03",""
"https://www.linode.com/docs/guides/getting-started-with-crossplane","How to Use Crossplane","Crossplane extends Kubernetes as a universal control plane. Learn more about what Crossplane has to offer and how you can start with it in this tutorial.","crossplane kubernetes, crossplane examples, crossplane vs terraform","false","2023-06-12",""
"https://www.linode.com/docs/guides/introduction-to-jinja-templates-for-salt","Introduction to Jinja Templates for Salt","An introduction to Jinja using Salt configuration management examples.","salt, jinja, configuration management","false","2018-10-29","2019-01-02"
"https://www.linode.com/docs/guides/test-salt-locally-with-kitchen-salt","Test Salt States Locally with KitchenSalt","This guide provides you with instructions for testing Salt states locally with Kitchen and kitchen-salt, utilities that let you test without a salt master or minions.","saltstack, salt, kitchen, kitchen-salt, kitchensalt, salt solo, saltsolo","false","2018-10-15","2019-01-02"
"https://www.linode.com/docs/guides/monitoring-salt-minions-with-beacons","Monitoring Salt Minions with Beacons","This guide shows how to monitor Salt minions with beacons. Set up alerts for different system resources to notify you over a messaging service like Slack.","salt, saltstack, minion, minions, beacon, beacons, reactor, reactors, monitor, configuration drift, slack","false","2018-10-19","2019-01-02"
"https://www.linode.com/docs/guides/configure-apache-with-salt-stack","Configure Apache with Salt Stack","This guide provides you with step-by-step instructions for installing and configuring the Apache Web Server on Ubuntu, Debian, and CentOS with the Salt Sack.","salt, stack, saltstack, apache, httpd, ubuntu, debian, centos","false","2018-10-19","2019-01-02"
"https://www.linode.com/docs/guides/automate-a-static-site-deployment-with-salt","Test Post","Learn how to use Salt to configure a static site webserver and use webhooks to automatically deploy new site content.","salt, saltstack, github, webhooks, hugo, static site, deployment","false","2018-10-15","2019-01-02"
"https://www.linode.com/docs/guides/configure-and-use-salt-ssh","Configure and Use Salt SSH to Manage Your Linodes","This guide provides you with step-by-step instructions for installing and configuring your Linux system to use Salt SSH without installing a salt-minion package.","Saltstack, salt, salt-ssh","false","2017-07-25","2019-01-02"
"https://www.linode.com/docs/guides/use-salt-states-to-configure-a-lamp-stack-on-a-minion","Use Salt States to Configure a LAMP Stack on a Minion","Written for Debian 8, but easily adaptable to other distros, this guide will show you how to use Salt States to create a LAMP stack on your Linode.","salt, salt states, linux, apache, mysql, php, debian 8","true","2015-07-02","2019-01-02"
"https://www.linode.com/docs/guides/use-salt-states-to-create-lamp-stack-and-fail2ban-across-salt-minions","Use Salt States to Create LAMP Stack and Fail2ban Across Salt minions","Use Salt States to Create a LAMP Stack and Fail2ban Across All Listed Salt Minions on Debian 8.","salt, salt state, lamp stack, apache, mysql, php, fail2ban, salt minions, debian 8","false","2015-07-02","2019-01-02"
"https://www.linode.com/docs/guides/configure-and-use-salt-cloud-and-cloud-maps-to-provision-systems","Using Salt Cloud and Cloud Maps to Provision Systems","This guide shows how to install, configure, and use Salt Cloud to provision multiple Linodes from the command line.","SaltStack, Salt, salt-cloud","false","2017-10-27","2022-10-20"
"https://www.linode.com/docs/guides/use-and-modify-official-saltstack-formulas","Use and Modify Official SaltStack Formulas","Learn how to use and modify official SaltStack formulas to manage your infrastructure.","salt, formulas, git","false","2018-11-12","2019-01-02"
"https://www.linode.com/docs/guides/beginners-guide-to-salt","","A look into Salts primary components, features, and configurations for the new SaltStack user","salt, automation, saltstack, configuration management","false","2018-10-16","2019-01-02"
"https://www.linode.com/docs/guides/secrets-management-with-salt","Secrets Management with Salt","Salt is a powerful configuration management tool. This guide provides you with an overview of available options to manage secrets with SaltStack.","salt, saltstack, secret, secure, management, sdb, gpg, vault","false","2018-11-06","2019-01-02"
"https://www.linode.com/docs/guides/salt-command-line-reference","SaltStack Command Line Reference","The SaltStack is a powerful configuration management tool. This guide provides you with a reference for the SaltStack command line interface.","salt, saltstack, cli, command line, reference","false","2018-10-03","2019-01-02"
"https://www.linode.com/docs/guides/create-a-salt-execution-module","Create a Salt Execution Module",":","salt, execution module, saltstack","false","2018-10-22","2019-01-02"
"https://www.linode.com/docs/guides/getting-started-with-salt-basic-installation-and-setup","Getting Started with Salt - Basic Installation and Setup","Salt is a server management platform that can control a number of servers from a single location. Learn how to install Salt in this simple tutorial.","salt, configuration management","false","2015-09-22","2019-01-02"
"https://www.linode.com/docs/guides/deploy-in-code-with-pulumi","Getting Started with Pulumi","Learn how to install Pulumi, import the Linode module for Pulumi, and write your first Pulumi programs.","pulumi, configuration management, infrastructure as code, iac, javascript, python","false","2019-06-26",""
"https://www.linode.com/docs/guides/manage-users-with-cloud-init","Use Cloud-Init to Manage Users on New Servers","Follow along with this guide to use cloud-init for managing users and user groups on new servers.","cloud-init, cloudinit, users, groups","false","2023-11-15",""
"https://www.linode.com/docs/guides/write-files-with-cloud-init","Use Cloud-Init to Write to a File","Find out how you can use cloud-init to automate writing and modifying files during your new servers' initialization.","cloud-init, cloudinit, write files, sed","false","2023-11-15",""
"https://www.linode.com/docs/guides/configure-and-secure-servers-with-cloud-init","Use Cloud-Init to Automatically Configure and Secure Your Servers","Learn how you can use cloud-init to automate the process of configuring and securing a new cloud instance.","cloud-init, cloudinit, metadata","false","2023-11-15",""
"https://www.linode.com/docs/guides/run-shell-commands-with-cloud-init","Use Cloud-Init to Run Commands and Bash Scripts on First Boot","In this tutorial, find out how you can use cloud-init to run shell commands and Bash scripts on first booting up a new server.","cloud-init, cloudinit, bash, shell script","false","2023-11-15",""
"https://www.linode.com/docs/guides/install-and-update-software-with-cloud-init","Use Cloud-Init to Install and Update Software on New Servers","Learn how you can use cloud-init to upgrade and install software automatically when initializing new servers.","cloud-init, cloudinit, apt, yum","false","2023-11-15",""
"https://www.linode.com/docs/guides/using-metadata-cloud-init-on-any-distribution","Use Akamai's Metadata Service with Cloud-Init on Any Distribution","Take advantage of the Akamai Metadata service regardless of your distribution. Follow along to install cloud-init and create a template for deploying future instances with custom user data.","cloud init, metadata, centos","false","2023-12-19",""
"https://www.linode.com/docs/guides/install-and-manage-mysql-databases-with-puppet-hiera-on-ubuntu-18-04","Manage MySQL Database with Puppet Hiera on Ubuntu 18.04","Use this guide to install Puppet with MySQL modules and Puppet Hiera configuration manifests to manage MySQL in a variety of environments on Ubuntu 18.04.","","false","2019-01-15",""
"https://www.linode.com/docs/guides/install-and-manage-mysql-databases-with-puppet-hiera-on-ubuntu-16-04","Manage MySQL Database with Puppet Hiera on Ubuntu 16.04","Use this guide to install Puppet with MySQL modules and Puppet Hiera configuration manifests to manage MySQL in a variety of environments.","","true","2017-09-11",""
"https://www.linode.com/docs/guides/use-puppet-modules-to-create-a-lamp-stack","Use Puppet Modules to Create a LAMP Stack","This guide will show you how to efficiently use Puppet modules to manage files and services, create templates, and store data in Hiera on Ubuntu 14.04 LTS.","","true","2015-11-12",""
"https://www.linode.com/docs/guides/install-and-configure-puppet","Install and Configure Puppet","Basic instructions to set up and configure a Puppet master and agents using Ubuntu or CentOS servers.","puppet installation, configuration change management, server automation","true","2015-09-17","2019-01-15"
